2026/03/27 13:12:15:341	Station:LOAD,Listen IP:127.0.0.1,Port:6001
2026/03/27 13:12:15:463	Station:AOI1,Listen IP:127.0.0.1,Port:6002
2026/03/27 13:12:15:579	Station:AOI2,Listen IP:127.0.0.1,Port:6003
2026/03/27 13:12:15:697	Station:AOI3,Listen IP:127.0.0.1,Port:6004
2026/03/27 13:12:15:808	Station:DTC,Listen IP:127.0.0.1,Port:6005
2026/03/27 13:12:26:401	Station:LOAD,RemoteConnect IP:127.0.0.1,Port:6001
2026/03/27 13:12:55:129	Station:DTC,RemoteConnect IP:127.0.0.1,Port:6005
2026/03/27 13:13:06:300	Station:AOI1,RemoteConnect IP:127.0.0.1,Port:6002
2026/03/27 13:13:16:090	Station:AOI2,RemoteConnect IP:127.0.0.1,Port:6003
2026/03/27 13:13:21:572	Station:AOI3,RemoteConnect IP:127.0.0.1,Port:6004
2026/03/27 13:13:44:478	Station:LOAD,request Command:SN_CHECK,P1:LOAD,P2:AAA1234,P3:1;2;3;4,P4:A1;A2;A3;A4,P5:,P6:,P7:,P8:,P9:
2026/03/27 13:14:36:632	Station:AOI1,DisConnect IP:127.0.0.1,Port:6002
2026/03/27 13:14:52:583	Station:AOI1,RemoteConnect IP:127.0.0.1,Port:6002
2026/03/27 13:15:05:547	Station:AOI1,request Command:AOI_RESULT,P1:AOI1,P2:AAA1234,P3:1;2;3;4,P4:A1;A2;A3;A4,P5:true;true;true;true,P6:D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260327\Empty.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260327\Empty.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260327\Empty.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260327\Empty.zip,P7:,P8:Grabber_OK#Aligner_OK#Processor_OK#Reporter_OK,P9:
2026/03/27 13:15:16:056	Station:AOI2,request Command:AOI_RESULT,P1:AOI2,P2:AAA1234,P3:1;2;3;4,P4:A1;A2;A3;A4,P5:true;true;true;true,P6:D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip,P7:,P8:Grabber_OK#Aligner_OK#Processor_OK#Reporter_OK,P9:
2026/03/27 13:15:19:280	Station:AOI3,request Command:AOI_RESULT,P1:AOI3,P2:AAA1234,P3:1;2;3;4,P4:A1;A2;A3;A4,P5:true;true;true;true,P6:D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip;D:\MidCamera_Channel1\MidCamera\MidCameraUI\bin\x64\Result\20260326\AAA1234_A1_A2_A3_A4.zip,P7:,P8:Grabber_OK#Aligner_OK#Processor_OK#Reporter_OK,P9:
